Menu_num,Menu_name,Menu_ex,Menu,Menu_detail,매콤,담백,국물,고기,채식,야채,과일,시원한
992,후식된장찌개,"야채,두부",한식,된장찌개,False,False,False,False,False,True,False,False
993,버섯추가,버섯,한식,버섯,False,False,False,False,False,False,False,False
994,공기밥,쌀,한식,공기밥,False,False,False,False,False,False,False,False
996,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
998,백세주,"인삼,찹쌀",음료류,백세주,False,False,False,False,False,False,False,False
999,복분자,복분자,음료류,복분자,False,False,False,False,False,False,False,False
1000,음료수,음료,음료류,음료수,False,False,False,False,False,False,False,False
1001,막걸리,쌀,음료류,막걸리,False,False,False,False,False,False,False,False
3066,추어탕,"야채,미꾸라지",한식,추어탕,False,False,False,False,False,True,False,False
3067,통추어탕,"야채,미꾸라지",한식,추어탕,False,False,False,False,False,True,False,False
3068,튀김,"야채,밀가루",한식,튀김,False,False,False,False,False,True,False,False
3069,공기밥,쌀,한식,공기밥,False,False,False,False,False,False,False,False
3070,음료수,음료,음료류,음료수,False,False,False,False,False,False,False,False
3072,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
3073,막걸리,쌀,음료류,막걸리,False,False,False,False,False,False,False,False
3075,백세주,"인삼,찹쌀",음료류,백세주,False,False,False,False,False,False,False,False
3076,복분자,복분자,음료류,복분자,False,False,False,False,False,False,False,False
3078,산사춘,산사나무열매,한식,산사춘,False,False,False,False,False,False,False,False
3080,카페오레,"우유,에스프레소",제과류,카페,False,False,False,False,False,False,False,False
3081,블루베리 치즈무스,"치즈,블루베리",제과류,블루베리,False,False,False,False,False,False,False,False
3083,포도치즈케이크,"치즈,포도",제과류,케이크,False,False,False,False,False,False,False,False
3084,고구마파이,"고구마,버터,계란,빵,우유,밀가루",제과류,파이,False,False,False,False,False,False,False,False
3085,카페오레,"우유,에스프레소",제과류,카페,False,False,False,False,False,False,False,False
3086,블루베리 치즈무스,"치즈,블루베리",제과류,블루베리,False,False,False,False,False,False,False,False
3088,포도치즈케이크,"치즈,포도",제과류,케이크,False,False,False,False,False,False,False,False
3089,고구마파이,"고구마,버터,계란,빵,우유,밀가루",제과류,파이,False,False,False,False,False,False,False,False
5557,후라이드치킨,"닭고기,밀가루",패스트푸드,후라이드치킨,False,False,False,True,False,False,False,False
5558,닭강정(순살),"닭고기,밀가루",한식,강정,False,False,False,True,False,False,False,False
5559,올리고당양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
5560,매운불양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
5561,슈프림양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
5562,핫슈프림양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
5563,치즈슈프림양념치킨,"닭고기,닭다리,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
5564,슈프림골드양념,"닭고기,밀가루",기타,양념,False,False,False,True,False,False,False,False
5565,100%청양고추치킨,"청양고추,닭고기",일식,치킨,False,False,False,True,False,False,False,False
5566,와락치킨,"닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
5574,후라이드,"닭고기,밀가루",기타,후라이드,False,False,False,True,False,False,False,False
5575,올리고당양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
5576,슈프림/매운불,"야채,닭고기,밀가루",기타,매운맛,False,False,False,True,False,True,False,False
5577,근위후라이드,"닭모래집,밀가루",기타,후라이드,False,False,False,False,False,False,False,False
5578,감자튀김,감자,패스트푸드,감자튀김,False,False,False,False,False,False,False,False
5579,치즈볼(3개),"치즈,밀가루",기타,치즈볼,False,False,False,False,False,False,False,False
5580,미니핫도그(3개),"고추,밀가루,소시지",패스트푸드,핫도그,False,False,False,False,False,False,False,False
5583,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
5585,음료수,음료,음료류,음료수,False,False,False,False,False,False,False,False
6926,따뜻하게 즐기는 과일티(자몽/HOT),자몽,음료류,과일차,False,False,False,False,False,False,True,False
6927,따뜻하게 즐기는 과일티(유자/HOT),유자,음료류,과일차,False,False,False,False,False,False,True,False
6928,아이스청귤티,청귤,제과류,청귤,False,False,False,False,False,False,False,False
6929,아이스감귤진저,"생강,귤",제과류,생강,False,False,False,False,False,False,False,False
6930,피치젤리아이스티(L),"홍차,젤리",음료류,아이스티,False,False,False,False,False,False,False,False
6931,아이스티(복숭아),"홍차,얼음",음료류,아이스티,False,False,False,False,False,False,False,False
6932,주스딸바,"바나나,딸기",음료류,주스,False,False,False,False,False,False,False,False
6933,녹차라떼(ICED),"녹차,우유",음료류,녹차라떼,False,False,False,False,False,False,False,False
6934,녹차라떼(HOT),"녹차,우유",음료류,녹차라떼,False,False,False,False,False,False,False,False
6935,홍차라떼(ICED),"우유,홍차",음료류,라떼,False,False,False,False,False,False,False,False
6936,홍차라떼(HOT),"우유,홍차",음료류,라떼,False,False,False,False,False,False,False,False
6937,스파클링에이드(오렌지),"오렌지,얼음,탄산수",음료류,에이드,False,False,False,False,False,False,False,False
6938,스파클링에이드(레몬),"레몬,얼음,탄산수",음료류,에이드,False,False,False,False,False,False,False,False
6939,스파클링에이드(자몽),"자몽,얼음,탄산수",음료류,에이드,False,False,False,False,False,False,False,False
6940,스무디(망고),망고,제과류,스무디,False,False,False,False,False,False,False,False
6941,스무디(키위),키위,제과류,스무디,False,False,False,False,False,False,False,False
6942,스무디(딸기),딸기,제과류,스무디,False,False,False,False,False,False,False,False
6943,자이언트펭자두,"얼음,자두",제과류,자두,False,False,False,False,False,False,False,False
6944,자이언트펭자몽,자몽,제과류,자몽,False,False,False,False,False,False,False,False
6945,아메리카노(HOT),"에스프레소,물",음료류,아메리카노,False,False,False,False,False,False,False,False
6946,아메리카노(ICED),"에스프레소,물",음료류,아메리카노,False,False,False,False,False,False,False,False
6947,카페라떼(HOT),"우유,에스프레소",음료류,카페라떼,False,False,False,False,False,False,False,False
6948,카페라떼(ICED),"우유,에스프레소",음료류,카페라떼,False,False,False,False,False,False,False,False
6949,카페모카(HOT),"우유,에스프레소",음료류,카페모카,False,False,False,False,False,False,False,False
6950,카페모카(ICED),"우유,에스프레소",음료류,카페모카,False,False,False,False,False,False,False,False
6951,카라멜마끼아또(HOT),"우유,에스프레소",음료류,카라멜마끼아또,False,False,False,False,False,False,False,False
6952,카라멜마끼아또(ICED),"우유,에스프레소",음료류,카라멜마끼아또,False,False,False,False,False,False,False,False
6953,바닐라라떼(HOT),"우유,에스프레소",음료류,바닐라라떼,False,False,False,False,False,False,False,False
6954,바닐라라떼(ICED),"우유,에스프레소",음료류,바닐라라떼,False,False,False,False,False,False,False,False
6955,허브티(녹차/HOT),허브,음료류,허브차,False,False,False,False,False,False,False,False
6956,허브티(녹차/ICED),허브,음료류,허브차,False,False,False,False,False,False,False,False
6957,허브티(얼그레이/HOT),허브,음료류,허브차,False,False,False,False,False,False,False,False
6958,허브티(얼그레이/ICED),허브,음료류,허브차,False,False,False,False,False,False,False,False
6959,허브티(블랙퍼스트/HOT),허브,음료류,허브차,False,False,False,False,False,False,False,False
6960,허브티(블랙퍼스트/ICED),허브,음료류,허브차,False,False,False,False,False,False,False,False
6961,허브티(루이보스/HOT),허브,음료류,허브차,False,False,False,False,False,False,False,False
6962,허브티(루이보스/ICED),허브,음료류,허브차,False,False,False,False,False,False,False,False
6963,핫초코,"우유,음료,코코아파우더",제과류,핫초코,False,False,False,False,False,False,False,False
6964,아이스초코,"우유,초콜릿",제과류,초코,False,False,False,False,False,False,False,False
6965,흑당버블라떼,"우유,타피오카",음료류,라떼,False,False,False,False,False,False,False,False
6966,딸기버블라떼,"딸기,타피오카,얼음",음료류,라떼,False,False,False,False,False,False,False,False
6967,딸기라떼,"우유,딸기",음료류,딸기라떼,False,False,False,False,False,False,False,False
6968,흑당달고나커피,"우유,에스프레소",제과류,커피,False,False,False,False,False,False,False,False
6969,흑당달고나라떼,"우유,설탕",음료류,달고나라떼,False,False,False,False,False,False,False,False
6970,카페오레,"우유,에스프레소",제과류,카페,False,False,False,False,False,False,False,False
6971,블루베리 치즈무스,"치즈,블루베리",제과류,블루베리,False,False,False,False,False,False,False,False
6973,포도치즈케이크,"치즈,포도",제과류,케이크,False,False,False,False,False,False,False,False
6974,고구마파이,"고구마,버터,계란,빵,우유,밀가루",제과류,파이,False,False,False,False,False,False,False,False
8102,엄나무 한방 삼계탕,"인삼,닭고기,엄나무",한식,삼계탕,False,False,False,True,False,False,False,False
8103,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
8105,음료수,음료,음료류,음료수,False,False,False,False,False,False,False,False
10922,토종닭백숙,"인삼,마늘,닭고기,찹쌀",한식,닭백숙,False,False,False,True,False,False,False,False
10923,토종닭도리탕,"야채,닭고기,감자",한식,닭볶음탕,False,False,False,True,False,True,False,False
10926,능이백숙,"야채,능이버섯,닭고기",한식,닭백숙,False,False,False,True,False,True,False,False
10927,토종옻닭,"닭고기,옻",한식,토종,False,False,False,True,False,False,False,False
10928,흑돼지구이(200g),돼지고기,한식,구이,False,False,False,True,False,False,False,False
10930,더덕구이,더덕,한식,구이,False,False,False,False,False,False,False,False
10932,감자전,감자,한식,감자,False,False,False,False,False,False,False,False
10933,비빔밥,"야채,쌀",한식,비빔밥,False,False,False,False,False,True,False,False
10934,더덕백반,"야채,쌀",한식,백반,False,False,False,False,False,True,False,False
10935,백반정식,"야채,쌀",한식,정식,False,False,False,False,False,True,False,False
10937,공기밥,쌀,한식,공기밥,False,False,False,False,False,False,False,False
10938,더덕동동주,쌀,한식,술,False,False,False,False,False,False,False,False
10939,좁쌀동동주,쌀,한식,술,False,False,False,False,False,False,False,False
10940,막걸리,쌀,음료류,막걸리,False,False,False,False,False,False,False,False
10942,백세주,"인삼,찹쌀",음료류,백세주,False,False,False,False,False,False,False,False
10944,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
10946,음료수,음료,음료류,음료수,False,False,False,False,False,False,False,False
10949,토종닭 백숙,"야채,대추,닭고기",한식,닭백숙,False,False,False,True,False,True,False,False
10951,산채비빔밥,"야채,쌀,산채",한식,비빔밥,False,False,False,False,False,True,False,False
10952,감자전,감자,한식,감자,False,False,False,False,False,False,False,False
10955,토종닭 백숙,"야채,대추,닭고기",한식,닭백숙,False,False,False,True,False,True,False,False
10957,산채비빔밥,"야채,쌀,산채",한식,비빔밥,False,False,False,False,False,True,False,False
10958,감자전,감자,한식,감자,False,False,False,False,False,False,False,False
10959,카페오레,"우유,에스프레소",제과류,카페,False,False,False,False,False,False,False,False
10960,블루베리 치즈무스,"치즈,블루베리",제과류,블루베리,False,False,False,False,False,False,False,False
10962,포도치즈케이크,"치즈,포도",제과류,케이크,False,False,False,False,False,False,False,False
10963,고구마파이,"고구마,버터,계란,빵,우유,밀가루",제과류,파이,False,False,False,False,False,False,False,False
10964,카페오레,"우유,에스프레소",제과류,카페,False,False,False,False,False,False,False,False
10965,블루베리 치즈무스,"치즈,블루베리",제과류,블루베리,False,False,False,False,False,False,False,False
10967,포도치즈케이크,"치즈,포도",제과류,케이크,False,False,False,False,False,False,False,False
10968,고구마파이,"고구마,버터,계란,빵,우유,밀가루",제과류,파이,False,False,False,False,False,False,False,False
12693,닭산적꼬치,닭고기,한식,꼬치,False,False,False,True,False,False,False,False
12694,투다리꼬치세트,"야채,쌀,차돌박이,닭다리살,밀가루",한식,꼬치,False,False,False,False,False,True,False,False
12695,김치우동,"김치,면,가쓰오부시",일식,우동,False,False,False,False,False,False,False,False
12698,한방토종닭백숙,"인삼,마늘,닭고기,찹쌀",한식,닭백숙,False,False,False,True,False,False,False,False
12700,능이닭백숙,"야채,능이버섯,닭고기",한식,닭백숙,False,False,False,True,False,True,False,False
12702,토종닭볶음탕,"야채,닭고기,감자",한식,닭볶음탕,False,False,False,True,False,True,False,False
12703,삼겹살,삼겹살,한식,삼겹살,False,False,False,False,False,False,False,False
12704,도토리묵무침,"야채,도토리",한식,무침,False,False,False,False,False,True,False,False
12705,감자전,감자,한식,감자,False,False,False,False,False,False,False,False
12706,매운소갈비찜(1인분),"야채,소갈비",한식,갈비찜,False,False,False,False,False,True,False,False
12709,닭볶음탕(3~4인),"야채,닭고기,감자",한식,닭볶음탕,False,False,False,True,False,True,False,False
12712,미니버거,"야채,고기,밀가루",제과류,햄버거,False,False,False,True,False,True,False,False
12713,에스프레소(HOT),에스프레소,음료류,에스프레소,False,False,False,False,False,False,False,False
12714,아메리카노(HOT),"에스프레소,물",음료류,아메리카노,False,False,False,False,False,False,False,False
12715,아메리카노(ICED),"에스프레소,물",음료류,아메리카노,False,False,False,False,False,False,False,False
12716,카푸치노(HOT),"우유,에스프레소,우유거품",음료류,카푸치노,False,False,False,False,False,False,False,False
12717,카페라떼(HOT),"우유,에스프레소",음료류,카페라떼,False,False,False,False,False,False,False,False
12718,카페라떼(ICED),"우유,에스프레소",음료류,카페라떼,False,False,False,False,False,False,False,False
12719,카페모카(HOT),"우유,에스프레소",음료류,카페모카,False,False,False,False,False,False,False,False
12720,카페모카(ICED),"우유,에스프레소",음료류,카페모카,False,False,False,False,False,False,False,False
12721,카라멜마끼아또(HOT),"우유,에스프레소",음료류,카라멜마끼아또,False,False,False,False,False,False,False,False
12722,카라멜마끼아또(ICED),"우유,에스프레소",음료류,카라멜마끼아또,False,False,False,False,False,False,False,False
12724,녹차(HOT),녹차,음료류,녹차,False,False,False,False,False,False,False,False
12725,홍차(HOT),홍차,음료류,홍차,False,False,False,False,False,False,False,False
12726,허브티(HOT),허브,음료류,허브차,False,False,False,False,False,False,False,False
12727,아이스티(복숭아/ICED),"홍차,얼음",음료류,아이스티,False,False,False,False,False,False,False,False
12728,핫초코(HOT),"우유,음료,코코아파우더",음료류,핫초코,False,False,False,False,False,False,False,False
12729,핫초코(ICED),"우유,음료,코코아파우더",음료류,핫초코,False,False,False,False,False,False,False,False
12730,녹차라떼(HOT),"녹차,우유",음료류,녹차라떼,False,False,False,False,False,False,False,False
12731,녹차라떼(ICED),"녹차,우유",음료류,녹차라떼,False,False,False,False,False,False,False,False
12732,홍차라떼(HOT),"우유,홍차",음료류,라떼,False,False,False,False,False,False,False,False
12733,홍차라떼(ICED),"우유,홍차",음료류,라떼,False,False,False,False,False,False,False,False
12734,따유자(HOT),유자,음료류,유자,False,False,False,False,False,False,False,False
12735,따자몽(HOT),자몽,음료류,자몽,False,False,False,False,False,False,False,False
12736,에이드(오렌지/ICED),"얼음,탄산수",음료류,에이드,False,False,False,False,False,False,False,False
12737,에이드(자몽/ICED),"얼음,탄산수",음료류,에이드,False,False,False,False,False,False,False,False
12738,스무디(딸기/ICED),"딸기,얼음",음료류,스무디,False,False,False,False,False,False,False,False
12739,스무디(키위/ICED),"키위,얼음",음료류,스무디,False,False,False,False,False,False,False,False
12740,스무디(망고/ICED),"망고,얼음",음료류,스무디,False,False,False,False,False,False,False,False
12741,아이스청귤티(ICED),청귤,음료류,청귤,False,False,False,False,False,False,False,False
12742,레몬에이드(ICED),"레몬,탄산수",음료류,레몬에이드,False,False,False,False,False,False,False,False
12743,우유팥빙수(ICED),"우유,팥,얼음",음료류,팥빙수,False,False,False,False,False,False,False,False
12744,우유과일빙수(ICED),"과일,우유",음료류,빙수,False,False,False,False,False,False,True,False
12745,우유딸기빙수(ICED),"우유,딸기",음료류,빙수,False,False,False,False,False,False,False,False
12746,흑당버블라떼(ICED),"우유,타피오카",음료류,라떼,False,False,False,False,False,False,False,False
12747,카페오레,"우유,에스프레소",제과류,카페,False,False,False,False,False,False,False,False
12748,블루베리 치즈무스,"치즈,블루베리",제과류,블루베리,False,False,False,False,False,False,False,False
12750,포도치즈케이크,"치즈,포도",제과류,케이크,False,False,False,False,False,False,False,False
12751,고구마파이,"고구마,버터,계란,빵,우유,밀가루",제과류,파이,False,False,False,False,False,False,False,False
14932,크리미언치킨,"닭고기,양파,밀가루",일식,치킨,False,False,False,True,False,False,False,False
14933,핫블링치킨,"닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
14934,스노윙치킨,"닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
14935,후라이드치킨,"닭고기,밀가루",패스트푸드,후라이드치킨,False,False,False,True,False,False,False,False
14936,오리엔탈파닭,"야채,닭고기,밀가루,파",한식,파닭,False,False,False,True,False,True,False,False
14937,쇼킹핫치킨,"닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
14938,소이갈릭치킨,"마늘,닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
14939,양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
14940,포테이토짜용치킨,"마늘,닭고기,감자,밀가루",일식,치킨,False,False,False,True,False,False,False,False
14941,네네마늘치킨,"마늘,닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
14942,후라이드반양념반,"고추,마늘,닭고기,밀가루",기타,치킨,False,False,False,True,False,False,False,False
14943,스노윙치즈반핫블링반,치즈,기타,치킨,False,False,False,False,False,False,False,False
14944,크리미언반핫블링반,"닭고기,양파,밀가루",기타,치킨,False,False,False,True,False,False,False,False
14945,스노윙치즈반쇼킹핫반,치즈,기타,치킨,False,False,False,False,False,False,False,False
14946,크리미언반양념반후라이드반,"닭고기,밀가루",기타,치킨,False,False,False,True,False,False,False,False
14947,소이갈릭반크리미언반후라이드반,"마늘,닭고기,밀가루",기타,치킨,False,False,False,True,False,False,False,False
14948,네네순살닭강정,밀가루,한식,강정,False,False,False,False,False,False,False,False
14950,닭날개(마일드&핫),닭날개,기타,닭날개,False,False,False,False,False,False,False,False
14952,순살변경,밀가루,기타,순살,False,False,False,False,False,False,False,False
14954,감자튀김,감자,패스트푸드,감자튀김,False,False,False,False,False,False,False,False
14956,대창,소대창,한식,대창,False,False,False,False,False,False,False,False
14957,곱창,곱창,한식,곱창,False,False,False,False,False,False,False,False
14958,갈비,소갈비,한식,갈비,False,False,False,False,False,False,False,False
14961,대창,소대창,한식,대창,False,False,False,False,False,False,False,False
14962,곱창,곱창,한식,곱창,False,False,False,False,False,False,False,False
14963,갈비,소갈비,한식,갈비,False,False,False,False,False,False,False,False
14965,닭갈비,"야채,고추,닭고기,양배추",한식,닭갈비,False,False,False,True,False,True,False,False
14966,닭내장,"야채,내장",한식,내장,False,False,False,False,False,True,False,False
14967,볶음밥,"야채,쌀",한식,볶음밥,False,False,False,False,False,True,False,False
14968,우동사리,면,한식,우동사리,False,False,False,False,False,False,False,False
17054,한우추어탕(2인이상),"야채,소고기,미꾸라지",한식,추어탕,False,False,False,True,False,True,False,False
17055,갈추어탕,"야채,쌀,미꾸라지",한식,추어탕,False,False,False,False,False,True,False,False
17056,통추어탕,"야채,미꾸라지",한식,추어탕,False,False,False,False,False,True,False,False
17058,튀김,"야채,밀가루",한식,튀김,False,False,False,False,False,True,False,False
17059,두부구이,두부,한식,구이,False,False,False,False,False,False,False,False
17060,오미자주,오미자,한식,오미자,False,False,False,False,False,False,False,False
17061,복분자주,복분자,음료류,복분자,False,False,False,False,False,False,False,False
17062,매실주,매실,한식,매실,False,False,False,False,False,False,False,False
17065,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
17066,막걸리,쌀,음료류,막걸리,False,False,False,False,False,False,False,False
17070,마늘장아찌,"마늘,장아찌",한식,마늘,False,False,False,False,False,False,False,False
17071,강원나물밥(1인기준/2인분이상),"쌀,나물",한식,나물,False,False,False,False,False,False,False,False
17072,나물밥_해물된장변경,"야채,해산물,두부",한식,해물,False,False,False,False,False,True,False,False
17073,다래순밥청국장(2인분이상),"야채,두부",한식,청국장,False,False,False,False,False,True,False,False
17074,다래순밥해물된장(2인분이상),"야채,해산물",한식,된장,False,False,False,False,False,True,False,False
17075,뽕잎밥청국장(2인분이상),"야채,두부,쌀,뽕잎",한식,청국장,False,False,False,False,False,True,False,False
17076,뽕잎밥해물된장(2인분이상),"야채,해산물,두부,쌀,뽕잎",한식,된장,False,False,False,False,False,True,False,False
17077,뽕잎황태밥황태탕(2인분이상),황태,한식,황태,False,False,False,False,False,False,False,False
17078,뽕잎황태밥청국장(2인분이상),"야채,두부,황태",한식,청국장,False,False,False,False,False,True,False,False
17079,뽕잎황태밥해물된장(2인분이상),황태,한식,된장,False,False,False,False,False,False,False,False
17080,곤드레밥청국장(2인분이상),"쌀,곤드레",한식,청국장,False,False,False,False,False,False,False,False
17081,곤드레밥해물된장(2인분이상),"해산물,쌀,곤드레",한식,된장,False,False,False,False,False,False,False,False
17082,연잎밥청국장(2인분이상),"야채,두부,쌀,연잎",한식,청국장,False,False,False,False,False,True,False,False
17083,연잎밥해물된장(2인분이상),"야채,해산물,두부,쌀,연잎",한식,된장,False,False,False,False,False,True,False,False
17084,한우불고기정식(주중4시30분이후),"야채,소고기,해산물,두부,쌀,곤드레",한식,정식,False,False,False,True,False,True,False,False
17085,한우불고기정식(주중4시30분이후),"야채,소고기,해산물,두부,쌀,곤드레",한식,정식,False,False,False,True,False,True,False,False
17086,생더덕구이(소),더덕,한식,구이,False,False,False,False,False,False,False,False
17087,생더덕구이(대),더덕,한식,구이,False,False,False,False,False,False,False,False
17088,감자전(소),감자,한식,감자,False,False,False,False,False,False,False,False
17089,감자전(대),감자,한식,감자,False,False,False,False,False,False,False,False
17090,해물파전,"해산물,밀가루,파",한식,해물파전,False,False,False,False,False,False,False,False
17091,오징어볶음,"야채,오징어",한식,오징어볶음,False,False,False,False,False,True,False,False
17092,도토리야채무침,"야채,도토리묵",한식,무침,False,False,False,False,False,True,False,False
17093,한우볶음밥(1인),"야채,쌀",한식,볶음밥,False,False,False,False,False,True,False,False
17094,돌솥비빔밥(1인),"야채,쌀",한식,돌솥비빔밥,False,False,False,False,False,True,False,False
17095,청국장찌개(1인),"야채,두부",한식,찌개,False,False,False,False,False,True,False,False
17096,막장해물된장찌개(1인),"야채,해산물,두부",한식,된장찌개,False,False,False,False,False,True,False,False
17099,쌀동동주(소),쌀,한식,술,False,False,False,False,False,False,False,False
17100,쌀동동주(대),쌀,한식,술,False,False,False,False,False,False,False,False
17101,솔잎동동주(소),"쌀,솔잎",한식,술,False,False,False,False,False,False,False,False
17102,솔잎동동주(대),"쌀,솔잎",한식,술,False,False,False,False,False,False,False,False
17103,인삼동동주(소),"인삼,쌀",한식,술,False,False,False,False,False,False,False,False
17104,인삼동동주(대),"인삼,쌀",한식,술,False,False,False,False,False,False,False,False
17105,산사춘,산사나무열매,한식,산사춘,False,False,False,False,False,False,False,False
17106,백세주,"인삼,찹쌀",음료류,백세주,False,False,False,False,False,False,False,False
17107,복분자주,복분자,음료류,복분자,False,False,False,False,False,False,False,False
17109,맥주(작은병),보리,음료류,맥주,False,False,False,False,False,False,False,False
18947,양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
18948,후라이드치킨,"닭고기,밀가루",패스트푸드,후라이드치킨,False,False,False,True,False,False,False,False
18949,후라이드치킨(반),"닭고기,밀가루",패스트푸드,후라이드치킨,False,False,False,True,False,False,False,False
18950,매운양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
18951,매운맛후라이드치킨,"닭고기,밀가루",패스트푸드,후라이드치킨,False,False,False,True,False,False,False,False
18952,페리윙오리지널양념,"닭날개,밀가루",기타,양념,False,False,False,False,False,False,False,False
18953,페리윙간장맛,"닭날개,밀가루",기타,간장,False,False,False,False,False,False,False,False
18954,신선다리치킨,"닭고기,닭다리,밀가루",일식,치킨,False,False,False,True,False,False,False,False
18955,신선날개치킨,"닭고기,닭날개,밀가루",일식,치킨,False,False,False,True,False,False,False,False
18956,마늘치킨,"마늘,닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
18957,감자튀김,감자,패스트푸드,감자튀김,False,False,False,False,False,False,False,False
18958,순살,밀가루,기타,순살,False,False,False,False,False,False,False,False
18960,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
18961,생맥주(500cc),보리,음료류,생맥주,False,False,False,False,False,False,False,False
18962,생맥주(2000cc),보리,음료류,생맥주,False,False,False,False,False,False,False,False
18963,생맥주(3000cc),보리,음료류,생맥주,False,False,False,False,False,False,False,False
18964,음료수,음료,음료류,음료수,False,False,False,False,False,False,False,False
18965,양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
18966,후라이드,"닭고기,밀가루",기타,후라이드,False,False,False,True,False,False,False,False
18967,반반치킨,"닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
18968,간장치킨,"닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
18969,마늘치킨,"마늘,닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
18970,매운양념치킨,"닭고기,밀가루",일식,양념치킨,False,False,False,True,False,False,False,False
18971,매운후라이드,"야채,닭고기,밀가루",기타,후라이드,False,False,False,True,False,True,False,False
18972,핫데블치킨,"닭고기,밀가루",일식,치킨,False,False,False,True,False,False,False,False
18973,핫칠리치킨,"닭고기,밀가루,달고기",양식,치킨,False,False,False,True,False,False,False,False
18974,치즈뿌리오,"닭고기,밀가루",기타,치즈,False,False,False,True,False,False,False,False
18975,파닭치킨,"닭고기,밀가루,파",일식,치킨,False,False,False,True,False,False,False,False
18977,닭가슴살 미니핫도그,"닭가슴살,밀가루",패스트푸드,핫도그,False,False,False,False,False,False,False,False
18978,페리치즈볼,"치즈,밀가루",기타,치즈볼,False,False,False,False,False,False,False,False
18979,츄러스치즈볼,"치즈,밀가루",제과류,치즈볼,False,False,False,False,False,False,False,False
21975,소곱창,소곱창,한식,소곱창,False,False,False,False,False,False,False,False
21976,소곱창전골,"야채,소곱창",한식,곱창전골,False,False,False,False,False,True,False,False
21977,돼지막창,돼지막창,한식,막창,False,False,False,False,False,False,False,False
21978,야채곱창,"야채,곱창",한식,곱창,False,False,False,False,False,True,False,False
21979,순대곱창,"야채,곱창,순대",한식,곱창,False,False,False,False,False,True,False,False
21980,오돌뼈,오돌뼈,한식,오돌뼈,False,False,False,False,False,False,False,False
21981,김치전,"김치,밀가루",한식,김치전,False,False,False,False,False,False,False,False
21983,볶음밥,"야채,쌀",한식,볶음밥,False,False,False,False,False,True,False,False
21984,음료수,음료,음료류,음료수,False,False,False,False,False,False,False,False
21985,맥주,보리,음료류,맥주,False,False,False,False,False,False,False,False
21988,매화수,매실,음료류,매화수,False,False,False,False,False,False,False,False
21989,공기밥,쌀,한식,공기밥,False,False,False,False,False,False,False,False
21990,소곱창,소곱창,한식,소곱창,False,False,False,False,False,False,False,False
21991,소곱창전골,"야채,소곱창",한식,곱창전골,False,False,False,False,False,True,False,False
21992,돼지막창,돼지막창,한식,막창,False,False,False,False,False,False,False,False
21993,야채곱창,"야채,곱창",한식,곱창,False,False,False,False,False,True,False,False
21994,순대곱창,"야채,곱창,순대",한식,곱창,False,False,False,False,False,True,False,False
21995,오돌뼈,오돌뼈,한식,오돌뼈,False,False,False,False,False,False,False,False
21997,김치전,"김치,밀가루",한식,김치전,False,False,False,False,False,False,False,False
21998,볶음밥,"야채,쌀",한식,볶음밥,False,False,False,False,False,True,False,False
28002,막국수,"야채,메밀면,오이,육수",한식,막국수,False,False,False,False,False,True,False,False
28003,막국수_곱빼기,"야채,메밀면,오이,육수",한식,막국수,False,False,False,False,False,True,False,False
28004,막국수_사리,메밀면,한식,막국수,False,False,False,False,False,False,False,False
28005,수육(대),고기,한식,수육,False,False,False,True,False,False,False,False
28006,수육(중),고기,한식,수육,False,False,False,True,False,False,False,False
28007,수육(소),고기,한식,수육,False,False,False,True,False,False,False,False
28008,감자만두,"야채,두부,고기,감자,전분",한식,만두,False,False,False,True,False,True,False,False
28009,메밀전병,"메밀가루,배추,무",한식,메밀,False,False,False,False,False,False,False,False
